disease,biospecimen_samples,taxid,lineage,parent_taxid,species,genus,family,order,class,phylum,clade,superkingdom,qualifier
short bowel syndrome,faeces,1869337,"[1869337, 2649774, 375288, 2005525, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2649774,Parabacteroides_sp.,parabacteroides,tannerellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
short bowel syndrome,faeces,186803,"[186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
acquired immunodeficiency syndrome,faeces,40519,"[40519, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1263,Ruminococcus_callidus,ruminococcus,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
acquired immunodeficiency syndrome,faeces,40518,"[40518, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1263,Ruminococcus_bromii,ruminococcus,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
laryngeal carcinoma,tissue biopsie,1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,Streptococcus_sp.,streptococcus,streptococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
laryngeal carcinoma,tissue biopsie,68766,"[68766, 2648384, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",2648384,Fusobacterium_sp.,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,Fusobacteriota,,bacteria,elevated
laryngeal carcinoma,tissue biopsie,59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,Prevotella_sp.,prevotella,prevotellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,elevated
laryngeal carcinoma,tissue biopsie,543311,"[543311, 1570339, 1737405, 1737404, 1239, 1783272, 2, 131567, 1]",1570339,,parvimonas,peptoniphilaceae,tissierellales,tissierellia,Bacillota,terrabacteria group,bacteria,elevated
laryngeal carcinoma,tissue biopsie,1262,"[1262, 2652281, 1257, 186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2652281,Peptostreptococcus_sp.,peptostreptococcus,peptostreptococcaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
laryngeal carcinoma,tissue biopsie,39948,"[39948, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,dialister,veillonellaceae,veillonellales,negativicutes,Bacillota,terrabacteria group,bacteria,elevated
laryngeal carcinoma,tissue biopsie,47293,"[47293, 2652277, 2050, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",2652277,Mobiluncus_sp.,mobiluncus,actinomycetaceae,actinomycetales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,reduced
laryngeal carcinoma,tissue biopsie,128827,"[128827, 526525, 526524, 1239, 1783272, 2, 131567, 1]",526525,,,erysipelotrichaceae,erysipelotrichales,erysipelotrichia,Bacillota,terrabacteria group,bacteria,elevated
laryngeal carcinoma,tissue biopsie,616,"[616, 2647522, 613, 1903411, 91347, 1236, 1224, 2, 131567, 1]",2647522,Serratia_sp._(in:_enterobacteria),serratia,yersiniaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
laryngeal carcinoma,tissue biopsie,229037,"[229037, 257482, 583, 1903414, 91347, 1236, 1224, 2, 131567, 1]",257482,Proteus_sp._(in:_enterobacteria),proteus,morganellaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
laryngeal carcinoma,tissue biopsie,638847,"[638847, 3029088, 649776, 649775, 508458, 2, 131567, 1]",3029088,,pyramidobacter,dethiosulfovibrionaceae,synergistales,synergistia,Synergistota,,bacteria,reduced
laryngeal carcinoma,tissue biopsie,52228,"[52228, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171552,,hallella,prevotellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
laryngeal carcinoma,tissue biopsie,409,"[409, 2615210, 407, 119045, 356, 28211, 1224, 2, 131567, 1]",2615210,Methylobacterium_sp.,methylobacterium,methylobacteriaceae,hyphomicrobiales,alphaproteobacteria,Pseudomonadota,,bacteria,elevated
laryngeal carcinoma,tissue biopsie,186804,"[186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,peptostreptococcaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
laryngeal carcinoma,tissue biopsie,970,"[970, 1843491, 909929, 909932, 1239, 1783272, 2, 131567, 1]",1843491,,selenomonas,selenomonadaceae,selenomonadales,negativicutes,Bacillota,terrabacteria group,bacteria,elevated
laryngeal carcinoma,tissue biopsie,2108,"[2108, 2683645, 2093, 2092, 2085, 31969, 544448, 1783272, 2, 131567, 1]",2683645,Mycoplasma_sp.,mycoplasma,mycoplasmataceae,mycoplasmatales,mollicutes,Mycoplasmatota,terrabacteria group,bacteria,elevated
laryngeal carcinoma,tissue biopsie,43996,"[43996, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,catonella,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
laryngeal carcinoma,tissue biopsie,416916,"[416916, 712, 135625, 1236, 1224, 2, 131567, 1]",712,,aggregatibacter,pasteurellaceae,pasteurellales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
laryngeal carcinoma,tissue biopsie,29387,"[29387, 91994, 1279, 90964, 1385, 91061, 1239, 1783272, 2, 131567, 1]",91994,Staphylococcus_sp.,staphylococcus,staphylococcaceae,bacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
laryngeal carcinoma,tissue biopsie,166,"[166, 2638727, 157, 2845253, 136, 203692, 203691, 2, 131567, 1]",2638727,Treponema_sp.,treponema,treponemataceae,spirochaetales,spirochaetia,Spirochaetota,,bacteria,elevated
laryngeal carcinoma,tissue biopsie,479,"[479, 2685852, 475, 468, 2887326, 1236, 1224, 2, 131567, 1]",2685852,Moraxella_sp.,moraxella,moraxellaceae,moraxellales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
laryngeal carcinoma,tissue biopsie,44737,"[44737, 2640652, 1016, 49546, 200644, 117743, 976, 68336, 1783270, 2, 131567, 1]",2640652,Capnocytophaga_sp.,capnocytophaga,flavobacteriaceae,flavobacteriales,flavobacteriia,Bacteroidota,fcb group,bacteria,elevated
laryngeal carcinoma,tissue biopsie,218,"[218, 2593540, 209, 72293, 213849, 3031852, 29547, 2, 131567, 1]",2593540,Helicobacter_sp.,helicobacter,helicobacteraceae,campylobacterales,epsilonproteobacteria,Campylobacterota,,bacteria,elevated
laryngeal carcinoma,tissue biopsie,93217,"[93217, 119060, 80840, 28216, 1224, 2, 131567, 1]",119060,,pandoraea,burkholderiaceae,burkholderiales,betaproteobacteria,Pseudomonadota,,bacteria,elevated
laryngeal carcinoma,tissue biopsie,76631,"[76631, 2608917, 46123, 186827, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608917,Abiotrophia_sp.,abiotrophia,aerococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
psoriasis,skin swab,1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,Streptococcus_sp.,streptococcus,streptococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
psoriasis,skin swab,1743,"[1743, 31957, 85009, 1760, 201174, 1783272, 2, 131567, 1]",31957,,propionibacterium,propionibacteriaceae,propionibacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,reduced
psoriasis,skin swab,1743,"[1743, 31957, 85009, 1760, 201174, 1783272, 2, 131567, 1]",31957,,propionibacterium,propionibacteriaceae,propionibacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,reduced
cystic fibrosis,faeces,647,"[647, 257493, 642, 84642, 135624, 1236, 1224, 2, 131567, 1]",257493,Aeromonas_sp.,aeromonas,aeromonadaceae,aeromonadales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
cystic fibrosis,faeces,416555,"[416555, 335382, 455493, 455492, 455491, 1239, 1783272, 2, 131567, 1]",335382,Thermolithobacter_ferrireducens,thermolithobacter,thermolithobacteraceae,thermolithobacterales,thermolithobacteria,Bacillota,terrabacteria group,bacteria,elevated
cystic fibrosis,faeces,75984,"[75984, 712, 135625, 1236, 1224, 2, 131567, 1]",712,,mannheimia,pasteurellaceae,pasteurellales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
cystic fibrosis,faeces,457830,"[457830, 457829, 114952, 61346, 278205, 2908833, 2785015, 735337, 6599, 2785011, 6544, 6447, 1206795, 2697495, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]",457829,Lyrodus_pedicellatus,lyrodus,teredinidae,myida,bivalvia,Mollusca,opisthokonta,eukaryota,reduced
cystic fibrosis,faeces,916,"[916, 914, 206379, 32003, 28216, 1224, 2, 131567, 1]",914,Nitrosomonas_eutropha,nitrosomonas,nitrosomonadaceae,nitrosomonadales,betaproteobacteria,Pseudomonadota,,bacteria,reduced
cystic fibrosis,faeces,6591,"[6591, 6589, 6588, 106229, 6580, 2908833, 2785015, 735337, 6599, 2785011, 6544, 6447, 1206795, 2697495, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]",6589,,calyptogena,vesicomyidae,venerida,bivalvia,Mollusca,opisthokonta,eukaryota,reduced
cystic fibrosis,faeces,177412,"[177412, 177411, 203557, 48461, 203494, 74201, 1783257, 2, 131567, 1]",177411,Fucophilus_fucoidanolyticus,fucophilus,verrucomicrobiaceae,verrucomicrobiales,verrucomicrobiia,Verrucomicrobiota,pvc group,bacteria,reduced
cystic fibrosis,faeces,37915,"[37915, 37914, 85029, 85007, 1760, 201174, 1783272, 2, 131567, 1]",37914,Dietzia_maris,dietzia,dietziaceae,mycobacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,reduced
cystic fibrosis,faeces,1488,"[1488, 1485, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1485,Clostridium_acetobutylicum,clostridium,clostridiaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
cystic fibrosis,faeces,1685,"[1685, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",1678,Bifidobacterium_breve,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,reduced
cystic fibrosis,faeces,2420,"[2420, 1643950, 2419, 188708, 200918, 2, 131567, 1]",1643950,,thermosipho,fervidobacteriaceae,thermotogales,thermotogae,Thermotogota,,bacteria,reduced
cystic fibrosis,faeces,39765,"[39765, 28884, 135616, 72273, 1236, 1224, 2, 131567, 1]",28884,Hydrogenovibrio_crunogenus,hydrogenovibrio,piscirickettsiaceae,thiotrichales,gammaproteobacteria,Pseudomonadota,,bacteria,reduced
cystic fibrosis,faeces,341027,"[341027, 2609468, 28453, 84566, 200666, 117747, 976, 68336, 1783270, 2, 131567, 1]",2609468,Sphingobacterium_sp.,sphingobacterium,sphingobacteriaceae,sphingobacteriales,sphingobacteriia,Bacteroidota,fcb group,bacteria,reduced
cystic fibrosis,faeces,89966,"[89966, 1853232, 768507, 768503, 976, 68336, 1783270, 2, 131567, 1]",1853232,,hymenobacter,hymenobacteraceae,cytophagales,cytophagia,Bacteroidota,fcb group,bacteria,reduced
cystic fibrosis,faeces,137816,"[137816, 159191, 1892259, 1161, 3028117, 1117, 1798711, 1783272, 2, 131567, 1]",159191,Nodularia_sphaerocarpa,nodularia,aphanizomenonaceae,nostocales,cyanophyceae,Cyanobacteriota,terrabacteria group,bacteria,reduced
cystic fibrosis,faeces,212365,"[212365, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",1678,Bifidobacterium_porcinum,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,reduced
cystic fibrosis,faeces,1680,"[1680, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",1678,Bifidobacterium_adolescentis,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,reduced
cystic fibrosis,faeces,51498,"[51498, 51497, 91826, 41945, 71274, 1437201, 91827, 71240, 1437183, 3398, 58024, 78536, 58023, 3193, 131221, 35493, 33090, 2759, 131567, 1]",51497,Mitrastemon_yamamotoi,mitrastemon,mitrastemonaceae,ericales,magnoliopsida,Streptophyta,embryophyta,eukaryota,reduced
cystic fibrosis,faeces,120580,"[120580, 2733, 543349, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2733,Symbiobacterium_toebii,symbiobacterium,symbiobacteriaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
cystic fibrosis,faeces,266812,"[266812, 2709685, 41297, 204457, 28211, 1224, 2, 131567, 1]",2709685,Parasphingorhabdus_flavimaris,parasphingorhabdus,sphingomonadaceae,sphingomonadales,alphaproteobacteria,Pseudomonadota,,bacteria,reduced
cystic fibrosis,faeces,38289,"[38289, 1716, 1653, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1716,Corynebacterium_jeikeium,corynebacterium,corynebacteriaceae,mycobacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,reduced
chronic obstructive pulmonary disease,sputum,1313,"[1313, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,Streptococcus_pneumoniae,streptococcus,streptococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
chronic obstructive pulmonary disease,sputum,573,"[573, 570, 2890311, 543, 91347, 1236, 1224, 2, 131567, 1]",570,Klebsiella_pneumoniae,klebsiella,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
chronic obstructive pulmonary disease,sputum,287,"[287, 136841, 286, 135621, 72274, 1236, 1224, 2, 131567, 1]",136841,Pseudomonas_aeruginosa,pseudomonas,pseudomonadaceae,pseudomonadales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
crohn's disease,faeces,244127,"[244127, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,anaerotruncus,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
crohn's disease,faeces,1409,"[1409, 185979, 1386, 186817, 1385, 91061, 1239, 1783272, 2, 131567, 1]",185979,Bacillus_sp._(in:_firmicutes),bacillus,bacillaceae,bacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
crohn's disease,faeces,29523,"[29523, 2646097, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2646097,Bacteroides_sp.,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
crohn's disease,faeces,698776,"[698776, 3018741, 186802, 186801, 1239, 1783272, 2, 131567, 1]",3018741,,cellulosilyticum,cellulosilyticaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
crohn's disease,faeces,990721,"[990721, 990719, 186802, 186801, 1239, 1783272, 2, 131567, 1]",990719,,christensenella,christensenellaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
crohn's disease,faeces,544,"[544, 543, 91347, 1236, 1224, 2, 131567, 1]",543,,citrobacter,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,reduced
crohn's disease,faeces,33042,"[33042, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,coprococcus,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
crohn's disease,faeces,885,"[885, 2593640, 872, 194924, 213115, 3031449, 200940, 2, 131567, 1]",2593640,Desulfovibrio_sp.,desulfovibrio,desulfovibrionaceae,desulfovibrionales,desulfovibrionia,Thermodesulfobacteriota,,bacteria,reduced
crohn's disease,faeces,42895,"[42895, 2608935, 547, 543, 91347, 1236, 1224, 2, 131567, 1]",2608935,Enterobacter_sp.,enterobacter,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,reduced
crohn's disease,faeces,142586,"[142586, 2624479, 1730, 186806, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2624479,Eubacterium_sp.,eubacterium,eubacteriaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
crohn's disease,faeces,216851,"[216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
crohn's disease,faeces,61170,"[61170, 128827, 526525, 526524, 1239, 1783272, 2, 131567, 1]",128827,,holdemania,erysipelotrichaceae,erysipelotrichales,erysipelotrichia,Bacillota,terrabacteria group,bacteria,reduced
crohn's disease,faeces,28050,"[28050, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,lachnospira,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
crohn's disease,faeces,1591,"[1591, 2620435, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2620435,Lactobacillus_sp.,lactobacillus,lactobacillaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
crohn's disease,faeces,283168,"[283168, 1853231, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",1853231,,odoribacter,odoribacteraceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
crohn's disease,faeces,1869337,"[1869337, 2649774, 375288, 2005525, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2649774,Parabacteroides_sp.,parabacteroides,tannerellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
crohn's disease,faeces,59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,Prevotella_sp.,prevotella,prevotellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
crohn's disease,faeces,1017280,"[1017280, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,pseudoflavonifractor,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
crohn's disease,faeces,841,"[841, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,roseburia,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
crohn's disease,faeces,41978,"[41978, 2608920, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2608920,Ruminococcus_sp.,ruminococcus,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
crohn's disease,faeces,1266,"[1266, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",31979,,sarcina,clostridiaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
crohn's disease,faeces,292632,"[292632, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,subdoligranulum,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
crohn's disease,faeces,191303,"[191303, 2810281, 526525, 526524, 1239, 1783272, 2, 131567, 1]",2810281,,turicibacter,turicibacteraceae,erysipelotrichales,erysipelotrichia,Bacillota,terrabacteria group,bacteria,reduced
crohn's disease,faeces,29317,"[29317, 2609248, 1654, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",2609248,Actinomyces_sp.,actinomyces,actinomycetaceae,actinomycetales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,elevated
crohn's disease,faeces,41200,"[41200, 2608897, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2608897,Bifidobacterium_sp.,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,elevated
crohn's disease,faeces,35783,"[35783, 2608891, 1350, 81852, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608891,Enterococcus_sp.,enterococcus,enterococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
crohn's disease,faeces,561,"[561, 543, 91347, 1236, 1224, 2, 131567, 1]",543,,escherichia,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
crohn's disease,faeces,871665,"[871665, 572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",572511,Blautia_faecis,blautia,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
crohn's disease,faeces,360807,"[360807, 841, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",841,Roseburia_inulinivorans,roseburia,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
crohn's disease,faeces,33039,"[33039, 2316020, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2316020,[ruminococcus]_torques,mediterraneibacter,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
