taxid,lineage,parent_taxid,species,genus,family,order,class,phylum,clade,superkingdom
166,"[166, 2638727, 157, 2845253, 136, 203692, 203691, 2, 131567, 1]",2638727,treponema sp.,treponema,treponemataceae,spirochaetales,spirochaetia,spirochaetota,,bacteria
479,"[479, 2685852, 475, 468, 2887326, 1236, 1224, 2, 131567, 1]",2685852,moraxella sp.,moraxella,moraxellaceae,moraxellales,gammaproteobacteria,pseudomonadota,,bacteria
44737,"[44737, 2640652, 1016, 49546, 200644, 117743, 976, 68336, 1783270, 2, 131567, 1]",2640652,capnocytophaga sp.,capnocytophaga,flavobacteriaceae,flavobacteriales,flavobacteriia,bacteroidota,fcb group,bacteria
218,"[218, 2593540, 209, 72293, 213849, 3031852, 29547, 2, 131567, 1]",2593540,helicobacter sp.,helicobacter,helicobacteraceae,campylobacterales,epsilonproteobacteria,campylobacterota,,bacteria
93217,"[93217, 119060, 80840, 28216, 1224, 2, 131567, 1]",119060,,pandoraea,burkholderiaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria
76631,"[76631, 2608917, 46123, 186827, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608917,abiotrophia sp.,abiotrophia,aerococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,streptococcus sp.,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1743,"[1743, 31957, 85009, 1760, 201174, 1783272, 2, 131567, 1]",31957,,propionibacterium,propionibacteriaceae,propionibacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
1743,"[1743, 31957, 85009, 1760, 201174, 1783272, 2, 131567, 1]",31957,,propionibacterium,propionibacteriaceae,propionibacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
647,"[647, 257493, 642, 84642, 135624, 1236, 1224, 2, 131567, 1]",257493,aeromonas sp.,aeromonas,aeromonadaceae,aeromonadales,gammaproteobacteria,pseudomonadota,,bacteria
416555,"[416555, 335382, 455493, 455492, 455491, 1239, 1783272, 2, 131567, 1]",335382,thermolithobacter ferrireducens,thermolithobacter,thermolithobacteraceae,thermolithobacterales,thermolithobacteria,bacillota,terrabacteria group,bacteria
75984,"[75984, 712, 135625, 1236, 1224, 2, 131567, 1]",712,,mannheimia,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria
457830,"[457830, 457829, 114952, 61346, 278205, 2908833, 2785015, 735337, 6599, 2785011, 6544, 6447, 1206795, 2697495, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]",457829,lyrodus pedicellatus,lyrodus,teredinidae,myida,bivalvia,mollusca,opisthokonta,eukaryota
916,"[916, 914, 206379, 32003, 28216, 1224, 2, 131567, 1]",914,nitrosomonas eutropha,nitrosomonas,nitrosomonadaceae,nitrosomonadales,betaproteobacteria,pseudomonadota,,bacteria
6591,"[6591, 6589, 6588, 106229, 6580, 2908833, 2785015, 735337, 6599, 2785011, 6544, 6447, 1206795, 2697495, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]",6589,calyptogena magnifica,calyptogena,vesicomyidae,venerida,bivalvia,mollusca,opisthokonta,eukaryota
177412,"[177412, 177411, 203557, 48461, 203494, 74201, 1783257, 2, 131567, 1]",177411,fucophilus fucoidanolyticus,fucophilus,verrucomicrobiaceae,verrucomicrobiales,verrucomicrobiae,verrucomicrobiota,pvc group,bacteria
37915,"[37915, 37914, 85029, 85007, 1760, 201174, 1783272, 2, 131567, 1]",37914,dietzia maris,dietzia,dietziaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
1488,"[1488, 1485, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1485,clostridium acetobutylicum,clostridium,clostridiaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1685,"[1685, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",1678,bifidobacterium breve,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
2420,"[2420, 1643950, 2419, 188708, 200918, 2, 131567, 1]",1643950,,thermosipho,fervidobacteriaceae,thermotogales,thermotogae,thermotogota,,bacteria
39765,"[39765, 28884, 135616, 72273, 1236, 1224, 2, 131567, 1]",28884,hydrogenovibrio crunogenus,hydrogenovibrio,piscirickettsiaceae,thiotrichales,gammaproteobacteria,pseudomonadota,,bacteria
341027,"[341027, 2609468, 28453, 84566, 200666, 117747, 976, 68336, 1783270, 2, 131567, 1]",2609468,sphingobacterium sp.,sphingobacterium,sphingobacteriaceae,sphingobacteriales,sphingobacteriia,bacteroidota,fcb group,bacteria
89966,"[89966, 1853232, 768507, 768503, 976, 68336, 1783270, 2, 131567, 1]",1853232,,hymenobacter,hymenobacteraceae,cytophagales,cytophagia,bacteroidota,fcb group,bacteria
137816,"[137816, 159191, 1892259, 1161, 3028117, 1117, 1798711, 1783272, 2, 131567, 1]",159191,nodularia sphaerocarpa,nodularia,aphanizomenonaceae,nostocales,cyanophyceae,cyanobacteriota,terrabacteria group,bacteria
212365,"[212365, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",1678,bifidobacterium porcinum,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
1680,"[1680, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",1678,bifidobacterium adolescentis,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
51498,"[51498, 51497, 91826, 41945, 71274, 1437201, 91827, 71240, 1437183, 3398, 58024, 78536, 58023, 3193, 131221, 35493, 33090, 2759, 131567, 1]",51497,mitrastemon yamamotoi,mitrastemon,mitrastemonaceae,ericales,magnoliopsida,streptophyta,embryophyta,eukaryota
120580,"[120580, 2733, 543349, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2733,symbiobacterium toebii,symbiobacterium,symbiobacteriaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
266812,"[266812, 2709685, 41297, 204457, 28211, 1224, 2, 131567, 1]",2709685,parasphingorhabdus flavimaris,parasphingorhabdus,sphingomonadaceae,sphingomonadales,alphaproteobacteria,pseudomonadota,,bacteria
38289,"[38289, 1716, 1653, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1716,corynebacterium jeikeium,corynebacterium,corynebacteriaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
1313,"[1313, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,streptococcus pneumoniae,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
573,"[573, 570, 2890311, 543, 91347, 1236, 1224, 2, 131567, 1]",570,klebsiella pneumoniae,klebsiella,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria
287,"[287, 136841, 286, 135621, 72274, 1236, 1224, 2, 131567, 1]",136841,pseudomonas aeruginosa,pseudomonas,pseudomonadaceae,pseudomonadales,gammaproteobacteria,pseudomonadota,,bacteria
244127,"[244127, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,anaerotruncus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1409,"[1409, 185979, 1386, 186817, 1385, 91061, 1239, 1783272, 2, 131567, 1]",185979,bacillus sp. (in: firmicutes),bacillus,bacillaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria
29523,"[29523, 2646097, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2646097,bacteroides sp.,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
698776,"[698776, 3018741, 186802, 186801, 1239, 1783272, 2, 131567, 1]",3018741,,cellulosilyticum,cellulosilyticaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
990721,"[990721, 990719, 186802, 186801, 1239, 1783272, 2, 131567, 1]",990719,,christensenella,christensenellaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
544,"[544, 543, 91347, 1236, 1224, 2, 131567, 1]",543,,citrobacter,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria
33042,"[33042, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,coprococcus,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
885,"[885, 2593640, 872, 194924, 213115, 3031449, 200940, 2, 131567, 1]",2593640,desulfovibrio sp.,desulfovibrio,desulfovibrionaceae,desulfovibrionales,desulfovibrionia,thermodesulfobacteriota,,bacteria
42895,"[42895, 2608935, 547, 543, 91347, 1236, 1224, 2, 131567, 1]",2608935,enterobacter sp.,enterobacter,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria
142586,"[142586, 2624479, 1730, 186806, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2624479,eubacterium sp.,eubacterium,eubacteriaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
216851,"[216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
61170,"[61170, 128827, 526525, 526524, 1239, 1783272, 2, 131567, 1]",128827,,holdemania,erysipelotrichaceae,erysipelotrichales,erysipelotrichia,bacillota,terrabacteria group,bacteria
28050,"[28050, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,lachnospira,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1591,"[1591, 2620435, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2620435,lactobacillus sp.,lactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
283168,"[283168, 1853231, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",1853231,,odoribacter,odoribacteraceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
1869337,"[1869337, 2649774, 375288, 2005525, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2649774,parabacteroides sp.,parabacteroides,tannerellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,prevotella sp.,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
1017280,"[1017280, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,pseudoflavonifractor,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
841,"[841, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,roseburia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
41978,"[41978, 2608920, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2608920,ruminococcus sp.,ruminococcus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1266,"[1266, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",31979,,sarcina,clostridiaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
292632,"[292632, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,subdoligranulum,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
191303,"[191303, 2810281, 526525, 526524, 1239, 1783272, 2, 131567, 1]",2810281,,turicibacter,turicibacteraceae,erysipelotrichales,erysipelotrichia,bacillota,terrabacteria group,bacteria
29317,"[29317, 2609248, 1654, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",2609248,actinomyces sp.,actinomyces,actinomycetaceae,actinomycetales,actinomycetes,actinomycetota,terrabacteria group,bacteria
41200,"[41200, 2608897, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2608897,bifidobacterium sp.,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
35783,"[35783, 2608891, 1350, 81852, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608891,enterococcus sp.,enterococcus,enterococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
561,"[561, 543, 91347, 1236, 1224, 2, 131567, 1]",543,,escherichia,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria
871665,"[871665, 572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",572511,blautia faecis,blautia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
360807,"[360807, 841, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",841,roseburia inulinivorans,roseburia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
33039,"[33039, 2316020, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2316020,[ruminococcus] torques,mediterraneibacter,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
460384,"[460384, 2719313, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2719313,enterocloster lavalensis,enterocloster,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
820,"[820, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",816,bacteroides uniformis,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
853,"[853, 216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216851,faecalibacterium prausnitzii,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
626937,"[626937, 990721, 990719, 186802, 186801, 1239, 1783272, 2, 131567, 1]",990721,christensenella minuta,christensenella,christensenellaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
61171,"[61171, 61170, 128827, 526525, 526524, 1239, 1783272, 2, 131567, 1]",61170,holdemania filiformis,holdemania,erysipelotrichaceae,erysipelotrichales,erysipelotrichia,bacillota,terrabacteria group,bacteria
290055,"[290055, 2005359, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2005359,faecalicatena fissicatena,faecalicatena,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
292800,"[292800, 946234, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",946234,flavonifractor plautii,flavonifractor,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
28117,"[28117, 239759, 171550, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",239759,alistipes putredinis,alistipes,rikenellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
1537,"[1537, 1501226, 186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1501226,romboutsia lituseburensis,romboutsia,peptostreptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
166486,"[166486, 841, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",841,roseburia intestinalis,roseburia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
333367,"[333367, 2719313, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2719313,enterocloster asparagiformis,enterocloster,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
84024,"[84024, 1485, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1485,clostridium disporicum,clostridium,clostridiaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
160404,"[160404, 2039240, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2039240,anaerotignum lactatifermentans,anaerotignum,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
106588,"[106588, 1017280, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1017280,pseudoflavonifractor capillosus,pseudoflavonifractor,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
39496,"[39496, 1730, 186806, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1730,eubacterium ventriosum,eubacterium,eubacteriaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
39484,"[39484, 2048137, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2048137,agathobaculum desmolans,agathobaculum,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
29523,"[29523, 2646097, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2646097,bacteroides sp.,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,prevotella sp.,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
33038,"[33038, 2316020, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2316020,[ruminococcus] gnavus,mediterraneibacter,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
33039,"[33039, 2316020, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2316020,[ruminococcus] torques,mediterraneibacter,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
239935,"[239935, 239934, 1647988, 48461, 203494, 74201, 1783257, 2, 131567, 1]",239934,akkermansia muciniphila,akkermansia,akkermansiaceae,verrucomicrobiales,verrucomicrobiae,verrucomicrobiota,pvc group,bacteria
33038,"[33038, 2316020, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2316020,[ruminococcus] gnavus,mediterraneibacter,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
33039,"[33039, 2316020, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2316020,[ruminococcus] torques,mediterraneibacter,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
239935,"[239935, 239934, 1647988, 48461, 203494, 74201, 1783257, 2, 131567, 1]",239934,akkermansia muciniphila,akkermansia,akkermansiaceae,verrucomicrobiales,verrucomicrobiae,verrucomicrobiota,pvc group,bacteria
818,"[818, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",816,bacteroides thetaiotaomicron,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
47882,"[47882, 136841, 286, 135621, 72274, 1236, 1224, 2, 131567, 1]",136841,pseudomonas straminea,pseudomonas,pseudomonadaceae,pseudomonadales,gammaproteobacteria,pseudomonadota,,bacteria
1402,"[1402, 653685, 1386, 186817, 1385, 91061, 1239, 1783272, 2, 131567, 1]",653685,bacillus licheniformis,bacillus,bacillaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria
442,"[442, 441, 433, 204441, 28211, 1224, 2, 131567, 1]",441,gluconobacter oxydans,gluconobacter,acetobacteraceae,rhodospirillales,alphaproteobacteria,pseudomonadota,,bacteria
41200,"[41200, 2608897, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2608897,bifidobacterium sp.,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
1591,"[1591, 2620435, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2620435,lactobacillus sp.,lactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
35783,"[35783, 2608891, 1350, 81852, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608891,enterococcus sp.,enterococcus,enterococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1409,"[1409, 185979, 1386, 186817, 1385, 91061, 1239, 1783272, 2, 131567, 1]",185979,bacillus sp. (in: firmicutes),bacillus,bacillaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria
571,"[571, 570, 2890311, 543, 91347, 1236, 1224, 2, 131567, 1]",570,klebsiella oxytoca,klebsiella,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria
